id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,mths_since_last_major_derog,acc_now_delinq,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_util,chargeoff_within_12_mths,delinq_amnt,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,num_actv_bc_tl,num_bc_tl,num_il_tl,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens
16481639,12000,12000,12000, 36 months,11.67%,396.69,,n/a,MORTGAGE,38000,Verified,14-May,Late (31-120 days),small_business,530xx,WI,10.64,0,Jun-99,695,699,1,40,111,7,1,6774,59.40%,28,15-Nov,396.69,16-Mar,16-Feb,NA,0,95746,4,13678,81,0,0,2,53,NA,5,2,2,19,0,0,0,3,50,1,0
16471472,20000,20000,19950, 36 months,13.98%,683.36,Vice President,4 years,RENT,128000,Verified,14-May,Current,small_business,088xx,NJ,11.18,1,5-Jul,660,664,1,3,NA,8,0,11940,72.80%,18,16-Feb,683.36,16-Mar,16-Feb,76,0,27214,1,3402,78,0,0,0,18,45,1,4,10,3,0,0,0,0,50,0,0
16371430,20000,20000,20000, 60 months,18.99%,518.71,Police Officer,3 years,MORTGAGE,50000,Verified,14-May,Fully Paid,small_business,280xx,NC,1.08,0,6-Aug,790,794,0,NA,NA,6,0,245,1.30%,12,14-Jul,20111.09,,14-Aug,NA,0,206031,1,34339,1.3,0,0,2,28,NA,8,2,8,1,0,0,0,1,0,0,0
16501333,19250,19250,19250, 36 months,14.99%,667.22,Project Coordinator,1 year,RENT,48436,Verified,14-May,Current,small_business,740xx,OK,8.52,0,2-Feb,795,799,2,NA,NA,3,0,2810,23.60%,15,16-Feb,667.22,16-Mar,16-Feb,NA,0,7451,0,2484,23.6,0,0,0,35,NA,0,1,10,2,0,0,0,0,0,0,0
15570138,14050,14050,14050, 60 months,17.57%,353.5,Petroleum Landman/ Owner,5 years,OWN,115000,Source Verified,14-May,Fully Paid,small_business,797xx,TX,20.94,2,5-Jan,670,674,0,10,NA,9,0,6357,77.30%,20,14-Aug,13953.62,,15-Oct,NA,0,355201,4,44400,77.3,0,0,2,25,10,11,5,9,8,0,0,0,1,40,0,0
15810838,24500,24500,24500, 36 months,14.99%,849.19,Manager,3 years,RENT,90000,Verified,14-May,Current,small_business,380xx,TN,15.79,0,10-Jul,750,754,2,NA,NA,16,0,20476,30.40%,17,16-Feb,849.19,16-Mar,16-Feb,NA,0,55488,8,3468,24.4,0,0,0,1,NA,2,6,8,2,0,0,0,5,12.5,0,0
16251950,14500,14500,14500, 36 months,14.49%,499.04,area manager,10+ years,OWN,95000,Verified,14-May,Current,small_business,070xx,NJ,3.18,0,Oct-97,665,669,2,72,69,8,1,2308,16.40%,28,16-Feb,499.04,16-Mar,16-Feb,NA,0,6889,4,861,17.4,0,0,2,4,72,2,4,17,4,0,0,0,3,0,1,0
14238158,3350,3350,3350, 36 months,22.15%,128.2,president,3 years,RENT,85000,Source Verified,14-May,Charged Off,small_business,328xx,FL,1.69,0,1-Mar,660,664,3,25,19,4,4,1082,47%,7,14-Jun,128.2,,16-Feb,NA,0,1082,3,271,47,0,0,0,5,25,3,4,5,1,0,0,0,2,25,3,0
16181866,35000,35000,35000, 60 months,25.99%,1047.71,Managing Member,3 years,MORTGAGE,500000,Source Verified,14-May,Current,small_business,105xx,NY,5.24,2,Apr-95,665,669,2,2,NA,17,0,110265,75.30%,29,16-Feb,1128.11,16-Mar,16-Feb,NA,0,818415,1,51151,87.9,0,0,1,167,NA,2,2,5,17,0,0,0,0,100,0,0
15321076,2600,2600,2600, 36 months,20.20%,96.9,Managing Member,5 years,MORTGAGE,55000,Source Verified,14-May,Current,small_business,761xx,TX,4.69,0,7-Dec,670,674,0,NA,NA,4,0,5993,90.80%,6,16-Feb,96.9,16-Mar,16-Feb,NA,0,5993,2,1498,95.5,0,0,0,25,NA,8,2,3,0,0,0,0,2,100,0,0
16141716,20000,20000,20000, 36 months,24.99%,795.1,OWNER,10+ years,OWN,73000,Verified,14-May,Charged Off,small_business,023xx,MA,13.39,0,Jan-85,670,674,2,24,27,14,1,46390,45.30%,24,14-Oct,795.1,,15-Feb,49,0,46390,2,3568,46.1,0,0,0,2,NA,2,9,18,2,0,0,0,2,16.7,0,0
16121741,33225,33225,33225, 36 months,15.61%,1161.71,,n/a,MORTGAGE,70000,Verified,14-May,Charged Off,small_business,190xx,PA,4.18,0,Oct-92,805,809,0,NA,NA,16,0,9732,19.20%,42,14-Jun,1161.71,,14-Nov,NA,0,170042,5,13080,25.5,0,0,4,12,NA,12,2,14,8,0,0,0,2,20,0,0
16201699,3900,3900,3900, 36 months,14.49%,134.23,Clerk - Home Department,4 years,RENT,29000,Verified,14-May,Current,small_business,980xx,WA,30.34,0,7-Feb,665,669,0,50,NA,7,0,4050,58.10%,15,16-Feb,134.23,16-Mar,16-Feb,50,0,14130,4,2019,87.2,0,0,0,6,50,22,3,7,3,0,0,0,2,66.7,0,0
15531597,10000,10000,10000, 60 months,16.29%,244.73,Owner Operator,7 years,RENT,50000,Verified,14-May,Current,small_business,201xx,VA,28.9,0,3-Aug,725,729,1,NA,NA,9,0,23663,77.10%,16,16-Feb,244.73,16-Mar,16-Feb,NA,0,67296,1,7477,75.6,0,0,0,15,NA,4,3,3,12,0,0,0,0,33.3,0,0
16131277,3000,3000,3000, 36 months,14.49%,103.25,Associate Archaeologist,3 years,MORTGAGE,46800,Source Verified,14-May,Current,small_business,895xx,NV,25.92,0,Oct-98,710,714,5,25,NA,20,0,10958,52%,23,16-Feb,103.25,16-Mar,16-Feb,NA,0,220119,5,11005,55,0,0,1,4,NA,2,4,6,15,NA,0,0,2,25,0,0
14649134,7475,7475,7425, 36 months,18.99%,273.97,cook,< 1 year,RENT,25000,Verified,14-May,Current,small_business,346xx,FL,11.28,0,4-Jun,675,679,2,NA,NA,11,0,5474,26.10%,15,16-Feb,273.97,16-Mar,16-Feb,NA,0,5474,5,547,38.1,0,0,0,1,NA,4,3,11,0,0,0,0,5,28.6,0,0
16091417,10000,10000,10000, 36 months,22.15%,382.69,Registered Nurse,7 years,RENT,98000,Verified,14-May,Charged Off,small_business,945xx,CA,9.48,0,1-May,695,699,3,NA,NA,15,0,18518,36.80%,20,15-Mar,382.69,,16-Feb,NA,0,29641,9,1976,43.3,0,0,1,1,NA,1,5,12,4,0,0,0,4,27.3,0,0
16230982,10000,10000,10000, 60 months,24.50%,290.59,High School Principal,10+ years,OWN,138000,Verified,14-May,Current,small_business,065xx,CT,16.6,1,Apr-74,705,709,1,14,NA,20,0,41993,31%,31,16-Feb,290.59,16-Mar,16-Feb,NA,0,65255,7,3625,32.1,0,0,1,1,14,1,10,16,5,0,0,0,5,33.3,0,0
16171238,35000,35000,35000, 36 months,13.98%,1195.88,Proprietor ,10+ years,MORTGAGE,120000,Verified,14-May,Current,small_business,029xx,RI,18.13,0,Mar-82,715,719,1,NA,NA,13,0,43501,70%,26,16-Feb,1195.88,16-Mar,16-Feb,NA,0,513360,0,39489,70.8,0,0,4,149,NA,5,6,10,8,0,0,0,0,28.6,0,0
14909167,35000,35000,34950, 36 months,12.99%,1179.12,owner,7 years,MORTGAGE,192000,Verified,14-May,Fully Paid,small_business,194xx,PA,14.26,0,Feb-89,750,754,2,NA,NA,7,0,37710,59.90%,18,15-Apr,27143.88,,16-Feb,NA,0,383915,2,54845,59.9,0,0,4,39,NA,1,2,6,7,0,0,0,1,0,0,0
16271128,3000,3000,3000, 36 months,18.24%,108.82,Gaming Audit Supervisor,7 years,RENT,29559,Verified,14-May,Current,small_business,891xx,NV,27,0,1-Aug,705,709,0,NA,NA,4,0,12320,51.80%,12,16-Feb,108.82,16-Mar,16-Feb,NA,0,30669,4,7667,51.8,0,0,1,9,NA,13,3,6,3,0,0,0,2,33.3,0,0
16291105,15000,15000,14950, 60 months,16.99%,372.71,Sales,3 years,RENT,50000,Source Verified,14-May,In Grace Period,small_business,288xx,NC,19.59,0,5-Nov,690,694,0,NA,109,18,1,17660,39.90%,25,16-Feb,372.71,16-Mar,16-Feb,NA,0,23116,8,1284,49.3,0,0,0,5,NA,7,4,8,3,0,0,0,4,50,1,0
16201056,5925,5925,5925, 36 months,19.52%,218.75,Line Mechanic,3 years,RENT,36000,Verified,14-May,Current,small_business,630xx,MO,14.22,0,Nov-88,670,674,2,32,NA,12,0,3714,77.40%,24,16-Feb,218.75,16-Mar,16-Feb,33,0,8287,6,753,75.3,0,0,0,2,32,2,8,15,8,0,0,0,3,37.5,0,0
15710229,13200,13200,13200, 60 months,17.57%,332.12,Analyst,4 years,MORTGAGE,114000,Verified,14-May,Current,small_business,752xx,TX,16.74,0,Jun-96,740,744,0,NA,NA,8,0,10390,85.20%,16,16-Feb,332.12,16-Mar,16-Feb,NA,0,413455,2,51682,73.6,0,0,1,25,NA,13,3,4,6,0,0,0,1,66.7,0,0
15580944,21725,21725,21725, 60 months,22.15%,601.88,HSE Officer,5 years,RENT,64000,Verified,14-May,Charged Off,small_business,804xx,CO,30.32,0,Dec-97,665,669,0,68,71,12,2,15633,40.50%,16,14-Oct,601.88,,15-Mar,68,0,67812,5,5651,68.2,0,0,1,7,NA,7,6,6,4,0,0,0,3,33.3,0,1
16260849,11200,11200,11150, 60 months,17.57%,281.8,adjunct professor,< 1 year,RENT,80000,Source Verified,14-May,Charged Off,small_business,912xx,CA,17.91,0,Sep-96,705,709,0,39,NA,14,0,15336,63.90%,42,15-Jan,281.8,,15-May,39,0,154879,5,11914,72.1,0,0,0,2,NA,11,4,11,24,0,0,0,3,60,0,0
15800774,1000,1000,1000, 36 months,16.29%,35.31,Patent Examiner,7 years,RENT,115000,Verified,14-May,Current,small_business,206xx,MD,20.71,3,Jul-94,685,689,1,12,NA,10,0,1613,15%,19,16-Feb,35.31,16-Mar,16-Feb,9,0,490758,2,49075,0,0,0,1,174,NA,3,0,0,12,NA,0,2,2,NA,0,0
16240821,13000,13000,12950, 60 months,13.98%,302.36,Director of Field Operations ,2 years,MORTGAGE,115175,Verified,14-May,In Grace Period,small_business,303xx,GA,13.04,0,2-Apr,715,719,0,29,NA,17,0,9180,41.40%,37,16-Jan,302.36,16-Mar,16-Feb,55,0,317059,3,18651,45.1,0,0,3,23,NA,23,3,7,17,0,0,0,0,16.7,0,0
15980725,35000,35000,35000, 60 months,22.15%,969.65,program manager,5 years,OWN,207000,Verified,14-May,Current,small_business,207xx,MD,13.94,0,May-93,730,734,5,NA,NA,15,0,43456,63.50%,45,16-Feb,969.65,16-Mar,16-Feb,NA,0,654697,6,50361,69,0,0,12,28,NA,1,3,11,11,0,0,0,3,50,0,0
16030681,8000,8000,8000, 36 months,14.99%,277.29,Sr. Budget Analyst,3 years,MORTGAGE,111000,Verified,14-May,Charged Off,small_business,206xx,MD,12.15,1,Oct-96,670,674,2,8,NA,7,0,8517,92.10%,20,14-Aug,277.29,,15-Jan,NA,0,405056,1,57865,81.9,0,0,1,39,NA,5,2,6,11,0,0,0,1,100,0,0
15900727,2975,2975,2975, 36 months,24.50%,117.51,mainteance super,10+ years,MORTGAGE,58000,Verified,14-May,Current,small_business,550xx,MN,14.21,0,11-Apr,670,674,1,NA,NA,7,0,2695,77%,13,16-Feb,117.51,16-Mar,16-Feb,NA,0,188095,9,26871,77.9,0,0,2,3,NA,6,3,5,5,0,0,0,3,66.7,0,0
15870672,20000,20000,19950, 36 months,12.49%,668.98,public safety,6 years,MORTGAGE,120000,Verified,14-May,Current,small_business,945xx,CA,5.27,0,Dec-98,770,774,1,NA,NA,5,0,9101,43.50%,7,16-Feb,668.98,16-Mar,16-Feb,NA,0,261115,1,52223,36.5,0,0,2,184,NA,1,1,1,2,0,0,0,0,0,0,0
15711497,13475,13475,13475, 60 months,24.50%,391.57,Machinist ,3 years,OWN,40000,Verified,14-May,Current,small_business,180xx,PA,9.81,0,Apr-00,720,724,2,NA,NA,8,0,7041,62.90%,16,16-Feb,391.57,16-Mar,16-Feb,NA,0,153502,3,21929,84.3,0,0,3,15,NA,0,2,9,2,0,0,0,2,66.7,0,0
15290640,23475,23475,23425, 60 months,20.49%,628.37,Store Manager,7 years,MORTGAGE,62000,Verified,14-May,Fully Paid,small_business,272xx,NC,14.22,0,3-Sep,680,684,0,81,NA,15,0,16751,70.70%,36,15-Jan,22170.52,,15-Jan,NA,0,252167,10,16811,88.9,0,0,6,18,81,10,3,6,15,0,0,0,0,33.3,0,0
15651572,19600,19600,19550, 36 months,19.47%,723.13,salesman,3 years,RENT,60000,Verified,14-May,Current,small_business,331xx,FL,11.62,0,11-Jan,665,669,0,NA,NA,10,0,14253,67.50%,12,16-Feb,723.13,16-Mar,16-Feb,NA,0,17611,6,1761,82,0,0,0,4,NA,13,4,6,1,0,0,0,2,60,0,0
15299261,20825,20825,20825, 60 months,21.18%,565.5,supervisor,5 years,RENT,55000,Verified,14-May,Charged Off,small_business,786xx,TX,30.37,0,2-Feb,695,699,1,33,NA,8,0,973,33.60%,48,15-Sep,565.5,,16-Feb,76,0,55852,7,7979,69.5,0,0,0,52,33,5,3,7,39,0,0,0,2,33.3,0,0
15751230,21000,21000,20950, 60 months,18.92%,543.83,Firefighter/Paramedic,10+ years,MORTGAGE,87113.84,Verified,14-May,Current,small_business,334xx,FL,16.41,0,Apr-97,715,719,0,NA,NA,8,0,44723,87.20%,16,16-Feb,543.83,16-Mar,16-Feb,NA,0,180056,3,22507,91.3,0,0,4,133,NA,9,4,6,3,0,0,0,1,100,0,0
15621309,26125,26125,26125, 60 months,23.43%,742.95,Attorney,3 years,RENT,110000,Verified,14-May,Charged Off,small_business,328xx,FL,19.64,0,Apr-99,675,679,2,NA,NA,27,0,29800,38.30%,40,15-May,742.95,,15-Dec,NA,0,275688,5,10211,41,0,0,0,2,NA,0,10,13,20,0,0,0,3,18.2,0,0
15601300,10000,10000,9950, 36 months,13.65%,340.08,Owner,< 1 year,RENT,45000,Verified,14-May,Current,small_business,617xx,IL,10,0,2-Jul,680,684,1,31,NA,3,0,237,79%,20,16-Feb,340.08,16-Mar,16-Feb,44,0,5444,1,1815,79,0,0,1,62,31,6,1,2,15,0,0,0,1,100,0,0
12399123,12000,12000,11950, 36 months,12.49%,401.39,Production team member,5 years,MORTGAGE,30000,Verified,14-May,Fully Paid,small_business,481xx,MI,2.76,0,8-May,720,724,1,NA,NA,5,0,2620,28.80%,7,14-Dec,10404.47,,14-Dec,NA,0,65714,1,13143,29.8,0,0,1,46,NA,0,2,4,0,0,0,0,1,0,0,0
15501197,17100,17100,17100, 60 months,17.57%,430.24,Owner,6 years,RENT,45000,Verified,14-May,Current,small_business,180xx,PA,12.8,0,Aug-93,710,714,0,NA,NA,6,0,24475,60.30%,12,16-Feb,430.24,16-Mar,16-Feb,NA,0,24475,2,4895,50.5,0,0,1,10,NA,NA,3,5,4,0,0,0,2,50,0,0
15531179,9000,9000,8950, 36 months,8.90%,285.78,Training Specialist,5 years,RENT,51000,Source Verified,14-May,Current,small_business,927xx,CA,16.59,1,Aug-97,695,699,0,14,NA,6,0,588,8.60%,24,16-Feb,285.78,16-Mar,16-Feb,14,0,11864,2,2373,9.1,0,0,3,10,31,12,3,12,4,0,0,1,1,0,0,0
15329923,10000,10000,10000, 36 months,14.16%,342.56,Owner,10+ years,RENT,72000,Verified,14-May,Current,small_business,341xx,FL,11.6,0,Nov-89,715,719,0,43,NA,7,0,1343,8%,14,16-Feb,342.56,16-Mar,16-Feb,33,0,16514,1,2359,2,0,0,2,22,NA,11,2,3,3,NA,0,0,0,0,0,0
15550997,15275,15275,15275, 36 months,24.99%,607.26,Executive Coordinator,2 years,RENT,51000,Verified,14-May,Current,small_business,200xx,DC,12.31,0,9-Mar,700,704,0,NA,NA,4,0,6446,90.80%,4,16-Feb,607.26,16-Mar,16-Feb,NA,0,45628,2,11407,92.1,0,0,0,61,NA,11,1,1,2,0,0,0,1,100,0,0
15540894,35000,35000,35000, 60 months,24.08%,1008.51,Senior Associate,6 years,RENT,200000,Verified,14-May,Charged Off,small_business,100xx,NY,3.29,0,3-Sep,680,684,0,NA,NA,6,0,20829,69.40%,22,15-Apr,1008.51,,16-Feb,NA,0,46814,3,7802,69.4,0,0,0,1,NA,NA,4,10,7,0,0,0,3,75,0,0
15610793,16200,16200,16200, 36 months,17.57%,582.19,Makeup Artist,10+ years,RENT,65000,Source Verified,14-May,Current,small_business,900xx,CA,28.19,0,4-Oct,660,664,1,NA,NA,9,0,19719,59.90%,10,16-Feb,582.19,16-Mar,16-Feb,NA,0,24282,2,3035,87,0,0,0,17,NA,0,5,5,1,0,0,0,0,80,0,0
15309561,9125,9125,9125, 36 months,18.25%,331.04,Owner,4 years,RENT,102000,Verified,14-May,Charged Off,small_business,960xx,CA,4.56,1,Nov-97,685,689,1,16,NA,9,0,2620,16.20%,29,15-Jun,331.04,,15-Dec,NA,0,59320,5,6591,17.6,0,0,0,0,16,6,3,8,20,0,0,0,2,42.9,0,0
15710166,15000,15000,15000, 60 months,15.31%,359.3,Sr. Sale Engineer,< 1 year,MORTGAGE,110000,Verified,14-May,Current,small_business,280xx,NC,13.18,0,Dec-97,730,734,1,81,NA,12,0,5237,40.90%,24,16-Feb,359.3,16-Mar,16-Feb,NA,0,217693,4,19790,71.7,0,0,1,64,NA,6,2,5,13,0,0,0,1,50,0,0
15270445,20000,20000,20000, 36 months,7.90%,625.81,Store Manager,10+ years,MORTGAGE,75000,Verified,14-May,Fully Paid,small_business,333xx,FL,5.17,1,May-95,770,774,0,9,NA,11,0,894,1.30%,18,15-May,14534.36,,15-May,NA,0,165378,1,15034,1.3,0,0,1,11,9,10,2,12,2,0,0,0,1,0,0,0
14608302,20950,20950,20950, 36 months,18.92%,767.1,President ,8 years,RENT,80000,Source Verified,14-May,Fully Paid,small_business,641xx,MO,15.41,3,May-94,690,694,3,4,50,11,1,14777,35.80%,20,15-Feb,10040.88,,15-Nov,4,0,104516,1,9501,48.6,0,0,0,6,NA,5,4,6,6,0,0,3,1,25,0,1
15659888,12500,12500,12500, 60 months,18.92%,323.71,ASSEMBLY SPECIALIST,10+ years,MORTGAGE,60000,Verified,14-May,Fully Paid,small_business,762xx,TX,12.26,0,Sep-94,670,674,0,33,NA,9,0,8861,58.30%,25,15-Dec,10094.97,,15-Dec,33,0,131425,9,14603,74.4,0,0,2,4,33,8,3,7,11,0,0,0,3,66.7,0,0
15709901,14950,14950,14950, 60 months,25.83%,446.11,sales,10+ years,OWN,52000,Verified,14-May,Current,small_business,278xx,NC,15.35,0,1-Feb,710,714,4,NA,NA,10,0,29470,69.50%,21,16-Feb,446.11,16-Mar,16-Feb,NA,0,115070,4,11507,27.5,0,0,4,11,NA,2,1,8,5,0,0,0,2,25,0,0
15320100,13600,13600,13600, 36 months,17.57%,488.75,Product Development Manager,9 years,RENT,55000,Verified,14-May,Fully Paid,small_business,853xx,AZ,13.51,0,5-Aug,680,684,1,NA,NA,6,0,20904,66.60%,32,14-Aug,13207.1,,16-Feb,NA,0,83495,1,13916,93.8,0,0,0,67,NA,4,3,3,27,0,0,0,1,66.7,0,0
15529863,10400,10400,10400, 60 months,16.59%,256.18,system administrator,1 year,RENT,52000,Source Verified,14-Apr,Current,small_business,606xx,IL,4.82,1,9-Sep,670,674,1,22,NA,13,0,5078,27.90%,14,16-Feb,256.18,16-Mar,16-Feb,NA,0,5078,6,391,29.1,0,0,0,8,NA,2,4,8,0,0,0,0,2,14.3,0,0
15629863,6000,6000,6000, 36 months,16.59%,212.7,Financial Adviser,3 years,MORTGAGE,63000,Source Verified,14-Apr,Fully Paid,small_business,190xx,PA,16.57,0,3-Sep,705,709,4,NA,NA,14,0,11723,59.50%,19,15-Oct,3755.06,,16-Feb,NA,0,46399,3,3314,93.9,0,0,0,24,NA,0,4,7,9,0,0,0,1,100,0,0
15509876,13600,13600,13600, 60 months,18.92%,352.2,CEO,10+ years,RENT,140000,Verified,14-May,Charged Off,small_business,331xx,FL,11.55,0,May-97,725,729,2,NA,NA,8,0,8990,73.10%,15,15-Oct,719.4,,16-Feb,NA,0,42467,5,6067,85.6,0,0,0,1,NA,1,2,6,3,0,0,0,2,66.7,0,0
15329651,10425,10425,10425, 36 months,22.45%,400.57,General manager,6 years,RENT,52000,Source Verified,14-May,Charged Off,small_business,076xx,NJ,3.05,0,4-Sep,690,694,2,NA,NA,5,0,4841,52.60%,6,15-Sep,400.57,,16-Feb,NA,0,4841,3,968,52.6,0,0,0,1,NA,4,4,6,0,0,0,0,1,40,0,0
13187345,22750,22750,22750, 36 months,14.16%,779.32,manager,9 years,RENT,60000,Verified,14-May,Fully Paid,small_business,782xx,TX,5.68,0,1-Jul,705,709,2,59,NA,9,0,13048,31.20%,25,15-Aug,15222.45,,15-Aug,73,0,13048,7,1450,32.6,0,0,0,2,79,2,5,10,4,0,0,0,4,14.3,0,0
15441078,15000,15000,15000, 60 months,18.92%,388.45,PRESIDENT,6 years,MORTGAGE,90000,Verified,14-May,Fully Paid,small_business,079xx,NJ,17.36,0,4-Aug,715,719,1,NA,NA,15,0,9503,29.30%,27,15-Jun,13352.69,,15-Jun,NA,0,531071,6,40852,30,0,0,3,2,NA,3,4,8,7,0,0,0,1,14.3,0,0
13168604,20400,20400,20400, 60 months,22.45%,568.66,Police Officer,6 years,MORTGAGE,60000,Verified,14-May,Charged Off,small_business,462xx,IN,21.14,0,3-Jan,685,689,3,59,55,13,1,2364,12.80%,19,15-May,568.66,,15-Dec,69,0,139703,7,11642,16.6,0,0,2,20,59,0,4,7,6,0,0,0,2,25,0,1
15471005,35000,35000,35000, 36 months,17.57%,1257.8,VP,10+ years,RENT,179000,Verified,14-May,Current,small_business,774xx,TX,17.81,0,Aug-86,700,704,0,NA,NA,11,0,52753,76%,20,16-Feb,1257.8,16-Mar,16-Feb,NA,0,98872,3,10986,76.9,0,0,2,9,NA,NA,6,9,3,0,0,0,3,50,0,0
15249672,15700,15700,15700, 60 months,17.57%,395.02,Market Research Associate,5 years,OWN,44000,Verified,14-May,Current,small_business,077xx,NJ,10.99,0,7-Sep,750,754,0,NA,NA,9,0,2459,15%,15,16-Feb,395.02,16-Mar,16-Feb,NA,0,26211,2,2912,15,0,0,0,13,NA,13,3,4,11,0,0,0,0,0,0,0
15310945,7000,7000,7000, 36 months,11.99%,232.47,Leasing Manager,8 years,MORTGAGE,80000,Verified,14-May,Current,small_business,631xx,MO,11.88,1,Aug-96,730,734,0,22,104,10,1,4939,48.90%,25,16-Feb,232.47,16-Mar,16-Feb,NA,0,312392,3,31239,88.3,0,0,3,8,NA,11,2,3,15,0,0,0,2,100,1,0
15460820,18975,18975,18925, 36 months,14.16%,650,Programmer,5 years,MORTGAGE,50000,Verified,14-May,Fully Paid,small_business,547xx,WI,22.66,0,Oct-97,685,689,0,NA,NA,8,0,8345,79.50%,20,14-Nov,73.7,,14-Oct,NA,0,63202,2,7900,87.8,0,0,1,23,NA,23,4,9,6,0,0,0,0,75,0,0
15400746,7925,7925,7925, 36 months,17.57%,284.81,owner,5 years,RENT,120000,Source Verified,14-May,Current,small_business,072xx,NJ,15.64,0,4-Oct,665,669,1,47,NA,16,0,14890,74.40%,33,16-Feb,284.81,16-Mar,16-Feb,NA,0,44973,3,2811,91.1,0,0,0,84,NA,6,5,13,4,0,0,0,2,100,0,0
15280772,11700,11700,11700, 36 months,14.16%,400.79,Owner,6 years,RENT,64000,Source Verified,14-May,Current,small_business,128xx,NY,17.94,0,7-May,730,734,2,NA,NA,5,0,1768,43.10%,7,16-Feb,400.79,16-Mar,16-Feb,NA,0,47458,3,9492,43.1,0,0,0,12,NA,0,3,3,4,0,0,0,1,33.3,0,0
12306895,9600,9600,9600, 36 months,14.64%,331.1,Contact Supervisor,10+ years,MORTGAGE,93000,Source Verified,14-Apr,Fully Paid,small_business,357xx,AL,4.41,1,4-Mar,670,674,0,6,62,12,1,962,13%,41,15-Aug,6496.77,,16-Feb,NA,0,135621,7,11302,19.2,0,0,2,25,6,9,1,11,20,0,0,0,3,0,1,0
13097564,3500,3500,3500, 36 months,16.59%,124.08,Clinical Research Associate,8 years,MORTGAGE,50000,Verified,14-May,Current,small_business,917xx,CA,13.27,2,Oct-00,660,664,1,4,NA,13,0,17827,83.30%,29,16-Feb,124.08,16-Mar,16-Feb,20,0,19637,3,1511,89.7,0,0,0,24,NA,6,5,7,13,0,0,1,1,100,0,0
15320556,6000,6000,6000, 36 months,18.25%,217.67,Manager,10+ years,RENT,35000,Source Verified,14-Apr,Fully Paid,small_business,925xx,CA,15.64,0,6-Jul,695,699,0,NA,NA,9,0,9476,78.30%,15,15-Aug,4154.84,,15-Aug,NA,0,11430,2,1429,80.8,0,0,0,22,NA,21,5,9,2,0,0,0,0,66.7,0,0
15360386,15000,15000,15000, 60 months,21.18%,407.33,Director of Technology,4 years,RENT,58000,Verified,14-May,Current,small_business,105xx,NY,22.47,0,Feb-00,675,679,0,NA,20,12,1,5127,42%,16,16-Feb,407.33,16-Mar,16-Feb,NA,0,37309,4,3109,66.7,0,0,0,10,NA,8,1,6,7,0,0,0,4,25,0,1
15280363,5950,5950,5950, 36 months,19.99%,221.1,traffic controll supervisor,10+ years,MORTGAGE,32000,Verified,14-May,Current,small_business,444xx,OH,22.02,0,Nov-85,680,684,1,62,48,11,2,14413,79.20%,17,16-Feb,221.1,16-Mar,16-Feb,NA,0,108395,4,9854,80.4,0,0,2,4,NA,2,8,9,4,0,0,0,2,75,1,1
15430319,9250,9250,9250, 36 months,18.92%,338.7,OPERATION MANAGER,2 years,MORTGAGE,65000,Verified,14-May,Current,small_business,331xx,FL,3.6,1,May-97,665,669,2,13,NA,8,0,3645,27.80%,20,16-Feb,338.7,16-Mar,16-Feb,38,0,196716,3,28102,35.7,0,0,5,3,38,1,5,7,4,0,0,0,3,0,0,0
15350177,16375,16375,16375, 36 months,24.08%,643.13,technician,6 years,RENT,70000,Source Verified,14-May,Fully Paid,small_business,018xx,MA,11.78,2,May-97,695,699,1,14,NA,11,0,6066,35.50%,16,15-May,12822.33,,15-Sep,NA,0,18533,8,1685,39.7,0,0,0,1,67,4,5,10,1,0,0,0,4,33.3,0,0
15260131,12000,12000,12000, 60 months,22.45%,334.51,owner,10+ years,MORTGAGE,70000,Verified,14-May,Charged Off,small_business,907xx,CA,1.32,0,Feb-95,710,714,0,NA,NA,9,0,1753,3%,16,14-Oct,334.51,,15-Mar,NA,0,619230,6,68803,2.2,0,0,4,24,NA,17,2,7,0,0,0,0,2,0,0,0
13467151,18450,18450,18450, 36 months,24.99%,733.48,Operations Manager,2 years,RENT,77000,Verified,14-Apr,Current,small_business,921xx,CA,22.46,0,3-Jan,660,664,2,NA,NA,10,0,36371,75.30%,14,16-Feb,733.48,16-Mar,16-Feb,NA,0,72469,5,7247,76.2,0,0,0,7,NA,0,6,7,4,0,0,0,2,83.3,0,0
15250044,7825,7825,7825, 36 months,25.57%,313.49,driver,< 1 year,MORTGAGE,40000,Verified,14-Apr,Charged Off,small_business,025xx,MA,13.5,1,Aug-00,660,664,0,5,NA,11,0,7980,51.80%,29,15-Jan,313.49,,16-Feb,NA,0,202977,3,18452,81.1,0,0,5,59,5,NA,3,8,4,0,0,0,1,66.7,0,0
